镜号	类别	资源	镜末状态	逻辑引用	实际采用	SHA256
EP001_SH20	人物	陆照	wet_lower_tunic	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	874ca1a81e9b3a178d24a5370e2ad2863b42ed2e0ffbc2659a4d184906261fea
EP001_SH20	人物	闻溪	wet	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	64c1ea1e4dafba9cb6c138118bf2c5a86511039606b129d9a81c5f2d938ffecd
EP001_SH20	人物	灰胡子工人	wet	制作/前三集_v8_v2_文本定稿/资产/复用/灰胡子工人_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/灰胡子工人_04.jpg	ef8f1acda1cab8b1109650e88c024a6db2b4611677a0ccc4aeb4046bc6aead41
EP001_SH20	场景	北门		制作/前三集_v8_v2_文本定稿/资产/北门开启修台/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/北门开启修台/ref_v01.jpg	4f23d683569e39be9fffea0c84f0a4ccc7515fd142888251ae1064aafeca54ed
EP001_SH20	道具	北门		制作/前三集_v8_v2_文本定稿/资产/复用/北门_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/北门_01.jpg	3ae9d1c32f0b0c4987e4ce3768b3d305408e9d010e3b7c22310f4c7cebadacae
EP001_SH20	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP001_SH21	人物	陆照	wet_lower_tunic	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	874ca1a81e9b3a178d24a5370e2ad2863b42ed2e0ffbc2659a4d184906261fea
EP001_SH21	人物	闻溪	wet	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	64c1ea1e4dafba9cb6c138118bf2c5a86511039606b129d9a81c5f2d938ffecd
EP001_SH21	人物	阿砾	wet	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_04.jpg	47ef2919d77733639159be89d5dbb31e522ae4c0dfab75db37ff876746336213
EP001_SH21	场景	北门		制作/前三集_v8_v2_文本定稿/资产/北门开启修台/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/北门开启修台/ref_v01.jpg	4f23d683569e39be9fffea0c84f0a4ccc7515fd142888251ae1064aafeca54ed
EP001_SH21	道具	北门		制作/前三集_v8_v2_文本定稿/资产/复用/北门_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/北门_01.jpg	3ae9d1c32f0b0c4987e4ce3768b3d305408e9d010e3b7c22310f4c7cebadacae
EP001_SH21	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP001_SH22	人物	陆照	wet_lower_tunic	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	874ca1a81e9b3a178d24a5370e2ad2863b42ed2e0ffbc2659a4d184906261fea
EP001_SH22	人物	闻溪	wet	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	64c1ea1e4dafba9cb6c138118bf2c5a86511039606b129d9a81c5f2d938ffecd
EP001_SH22	人物	灰胡子工人	wet	制作/前三集_v8_v2_文本定稿/资产/复用/灰胡子工人_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/灰胡子工人_04.jpg	ef8f1acda1cab8b1109650e88c024a6db2b4611677a0ccc4aeb4046bc6aead41
EP001_SH22	人物	阿砾	wet	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_04.jpg	47ef2919d77733639159be89d5dbb31e522ae4c0dfab75db37ff876746336213
EP001_SH22	场景	修台		制作/前三集_v8_v2_文本定稿/资产/北门开启修台/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/北门开启修台/ref_v01.jpg	4f23d683569e39be9fffea0c84f0a4ccc7515fd142888251ae1064aafeca54ed
EP001_SH22	道具	北门		制作/前三集_v8_v2_文本定稿/资产/复用/北门_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/北门_01.jpg	3ae9d1c32f0b0c4987e4ce3768b3d305408e9d010e3b7c22310f4c7cebadacae
EP001_SH22	道具	铜销		制作/前三集_v8_v2_文本定稿/资产/铜销_穿孔/ref_v01.jpg		
EP001_SH22	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP002_SH01	人物	陆照	wet_lower_tunic	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	874ca1a81e9b3a178d24a5370e2ad2863b42ed2e0ffbc2659a4d184906261fea
EP002_SH01	人物	麻铎	wet_from_fall	制作/前三集_v8_v2_文本定稿/资产/复用/麻铎_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/麻铎_04.jpg	eb825b0e45140a85b9e62980573046876bc0d26227385d0576fd4ce9cfefac99
EP002_SH01	场景	修台		制作/前三集_v8_v2_文本定稿/资产/北门开启修台/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/北门开启修台/ref_v01.jpg	4f23d683569e39be9fffea0c84f0a4ccc7515fd142888251ae1064aafeca54ed
EP002_SH01	道具	铜轮柄		制作/前三集_v8_v2_文本定稿/资产/复用/铜轮柄_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/铜轮柄_01.jpg	0318faba8d8f8a07887875733cadfcc8070341bb8ce81be2ae94077151ad1b99
EP002_SH01	道具	铜销		制作/前三集_v8_v2_文本定稿/资产/铜销_穿孔/ref_v01.jpg		
EP002_SH01	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP002_SH02	人物	陆照	wet_lower_tunic	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	874ca1a81e9b3a178d24a5370e2ad2863b42ed2e0ffbc2659a4d184906261fea
EP002_SH02	场景	北门轮房		制作/前三集_v8_v2_文本定稿/资产/北门轮房/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/北门轮房/structure_v03.jpg	a96c12399fb24fdafbdc972e6778ad780ae199d9d7d12e3633f15d24e1d901d5
EP002_SH02	道具	铜轮柄		制作/前三集_v8_v2_文本定稿/资产/复用/铜轮柄_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/铜轮柄_01.jpg	0318faba8d8f8a07887875733cadfcc8070341bb8ce81be2ae94077151ad1b99
EP002_SH02	道具	轮轴		制作/前三集_v8_v2_文本定稿/资产/北门轮房/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/北门轮房/structure_v03.jpg	a96c12399fb24fdafbdc972e6778ad780ae199d9d7d12e3633f15d24e1d901d5
EP002_SH02	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP002_SH03	人物	陆照	wet_lower_tunic	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	874ca1a81e9b3a178d24a5370e2ad2863b42ed2e0ffbc2659a4d184906261fea
EP002_SH03	场景	闸舱旁沟		制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	dadb6571409457a4784d38a53258d4e5f2eab1fe9fcddd338045c7f3367a5fa6
EP002_SH03	道具	退水栓		制作/前三集_v8_v2_文本定稿/资产/复用/退水栓_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/退水栓_01.jpg	518ab766836ac56251ba12b51170ba595759daf6bdd8aa4a8ab43afc3e61a5ac
EP002_SH03	道具	旁沟		制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	dadb6571409457a4784d38a53258d4e5f2eab1fe9fcddd338045c7f3367a5fa6
EP002_SH04	人物	陆照	wet_lower_tunic	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	874ca1a81e9b3a178d24a5370e2ad2863b42ed2e0ffbc2659a4d184906261fea
EP002_SH04	人物	闻溪	wet	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	64c1ea1e4dafba9cb6c138118bf2c5a86511039606b129d9a81c5f2d938ffecd
EP002_SH04	人物	阿砾	wet	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_04.jpg	47ef2919d77733639159be89d5dbb31e522ae4c0dfab75db37ff876746336213
EP002_SH04	人物	灰胡子工人	wet	制作/前三集_v8_v2_文本定稿/资产/复用/灰胡子工人_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/灰胡子工人_04.jpg	ef8f1acda1cab8b1109650e88c024a6db2b4611677a0ccc4aeb4046bc6aead41
EP002_SH04	场景	闸舱货沟		制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	dadb6571409457a4784d38a53258d4e5f2eab1fe9fcddd338045c7f3367a5fa6
EP002_SH04	道具	水线印		制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	dadb6571409457a4784d38a53258d4e5f2eab1fe9fcddd338045c7f3367a5fa6
EP002_SH04	道具	药箱		制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	dadb6571409457a4784d38a53258d4e5f2eab1fe9fcddd338045c7f3367a5fa6
EP002_SH04	道具	铜销		制作/前三集_v8_v2_文本定稿/资产/铜销_穿孔/ref_v01.jpg		
EP002_SH05	人物	闻溪	wet	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	64c1ea1e4dafba9cb6c138118bf2c5a86511039606b129d9a81c5f2d938ffecd
EP002_SH05	人物	阿砾	wet	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_04.jpg	47ef2919d77733639159be89d5dbb31e522ae4c0dfab75db37ff876746336213
EP002_SH05	人物	灰胡子工人	wet	制作/前三集_v8_v2_文本定稿/资产/复用/灰胡子工人_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/灰胡子工人_04.jpg	ef8f1acda1cab8b1109650e88c024a6db2b4611677a0ccc4aeb4046bc6aead41
EP002_SH05	人物	陆照	wet_lower_tunic	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	874ca1a81e9b3a178d24a5370e2ad2863b42ed2e0ffbc2659a4d184906261fea
EP002_SH05	人物	麻铎	wet_from_fall	制作/前三集_v8_v2_文本定稿/资产/复用/麻铎_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/麻铎_04.jpg	eb825b0e45140a85b9e62980573046876bc0d26227385d0576fd4ce9cfefac99
EP002_SH05	人物	守船人	dry	制作/前三集_v8_v2_文本定稿/资产/复用/守船人_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/守船人_01.jpg	c0d1fa7ea2459f4f38ceefe1370752744ef83032f88d1fa11bbc09e810bf6f66
EP002_SH05	人物	岑鹿	dry	制作/前三集_v8_v2_文本定稿/资产/复用/岑鹿_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/岑鹿_01.jpg	f6fc3e1e9695bc828fa37c88d99b96d3eec367d6802a116031a8c497a41d9a01
EP002_SH05	场景	梯口		制作/前三集_v8_v2_文本定稿/资产/复用/梯口_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/梯口_01.jpg	f2dc38b16dbab92e486a279b0c5b272311b02c71672550fc259746a39813b5dd
EP002_SH05	道具	保单		制作/前三集_v8_v2_文本定稿/资产/空白票据/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/空白票据/ref_v01.jpg	0540d829008d54a18051abdea8e7b3cff1eb2971f3397fde17f442eeaacfbfdf
EP002_SH05	道具	短绳		制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	e1a8b7f102628c398483289e0d3138210b1902aaad7f65b6e3fceb530ec5af9e
EP002_SH05	道具	横棍		制作/前三集_v8_v2_文本定稿/资产/复用/晒网架_03.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/晒网架_03.jpg	cca182b39e9bd9bae724b25f6c11f8daa49c970ace9e604467f9f9fb44170d0e
EP002_SH05	道具	铜销		制作/前三集_v8_v2_文本定稿/资产/铜销_穿孔/ref_v01.jpg		
EP002_SH06	人物	岑鹿	dry	制作/前三集_v8_v2_文本定稿/资产/复用/岑鹿_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/岑鹿_01.jpg	f6fc3e1e9695bc828fa37c88d99b96d3eec367d6802a116031a8c497a41d9a01
EP002_SH06	人物	守船人	dry	制作/前三集_v8_v2_文本定稿/资产/复用/守船人_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/守船人_01.jpg	c0d1fa7ea2459f4f38ceefe1370752744ef83032f88d1fa11bbc09e810bf6f66
EP002_SH06	场景	梯口		制作/前三集_v8_v2_文本定稿/资产/复用/梯口_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/梯口_01.jpg	f2dc38b16dbab92e486a279b0c5b272311b02c71672550fc259746a39813b5dd
EP002_SH06	道具	保单		制作/前三集_v8_v2_文本定稿/资产/空白票据/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/空白票据/ref_v01.jpg	0540d829008d54a18051abdea8e7b3cff1eb2971f3397fde17f442eeaacfbfdf
EP002_SH06	道具	横棍		制作/前三集_v8_v2_文本定稿/资产/复用/晒网架_03.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/晒网架_03.jpg	cca182b39e9bd9bae724b25f6c11f8daa49c970ace9e604467f9f9fb44170d0e
EP002_SH06	道具	药箱		制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	dadb6571409457a4784d38a53258d4e5f2eab1fe9fcddd338045c7f3367a5fa6
EP002_SH07	人物	守船人	dry	制作/前三集_v8_v2_文本定稿/资产/复用/守船人_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/守船人_01.jpg	c0d1fa7ea2459f4f38ceefe1370752744ef83032f88d1fa11bbc09e810bf6f66
EP002_SH07	人物	会库押解人	dry	制作/前三集_v8_v2_文本定稿/资产/会库押解人/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/会库押解人/ref_v01.jpg	1917304d848e74a06a16ec83ebaaf41b999b66ad676e2c4ce8ef72bab3aaa964
EP002_SH07	人物	陆照	wet_lower_tunic	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	874ca1a81e9b3a178d24a5370e2ad2863b42ed2e0ffbc2659a4d184906261fea
EP002_SH07	人物	麻铎	wet_from_fall	制作/前三集_v8_v2_文本定稿/资产/复用/麻铎_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/麻铎_04.jpg	eb825b0e45140a85b9e62980573046876bc0d26227385d0576fd4ce9cfefac99
EP002_SH07	人物	闻溪	wet	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	64c1ea1e4dafba9cb6c138118bf2c5a86511039606b129d9a81c5f2d938ffecd
EP002_SH07	人物	阿砾	wet	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_04.jpg	47ef2919d77733639159be89d5dbb31e522ae4c0dfab75db37ff876746336213
EP002_SH07	人物	灰胡子工人	wet	制作/前三集_v8_v2_文本定稿/资产/复用/灰胡子工人_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/灰胡子工人_04.jpg	ef8f1acda1cab8b1109650e88c024a6db2b4611677a0ccc4aeb4046bc6aead41
EP002_SH07	场景	码头		制作/前三集_v8_v2_文本定稿/资产/复用/码头_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/码头_01.jpg	c0c00c1a7fd0f5e8774510b5aa7be0be83b2d6ff6b22f5089a160d3c934967af
EP002_SH07	道具	药箱		制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/退水货沟/ref_v01.jpg	dadb6571409457a4784d38a53258d4e5f2eab1fe9fcddd338045c7f3367a5fa6
EP002_SH07	道具	短绳		制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	e1a8b7f102628c398483289e0d3138210b1902aaad7f65b6e3fceb530ec5af9e
EP002_SH08	人物	岑鹿	dry	制作/前三集_v8_v2_文本定稿/资产/复用/岑鹿_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/岑鹿_01.jpg	f6fc3e1e9695bc828fa37c88d99b96d3eec367d6802a116031a8c497a41d9a01
EP002_SH08	人物	陆照	wet_lower_tunic	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_下摆湿/ref_v01.jpg	874ca1a81e9b3a178d24a5370e2ad2863b42ed2e0ffbc2659a4d184906261fea
EP002_SH08	场景	码头		制作/前三集_v8_v2_文本定稿/资产/复用/码头_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/码头_01.jpg	c0c00c1a7fd0f5e8774510b5aa7be0be83b2d6ff6b22f5089a160d3c934967af
EP002_SH08	道具	秤		制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	e1a8b7f102628c398483289e0d3138210b1902aaad7f65b6e3fceb530ec5af9e
EP002_SH08	道具	钱袋铜钱		制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	70db97c3508baa83b3c088d6694d92c20e59d640e14cd8c5f36330bd97c01a49
EP002_SH08	道具	结工纸		制作/前三集_v8_v2_文本定稿/资产/空白票据/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/空白票据/ref_v01.jpg	0540d829008d54a18051abdea8e7b3cff1eb2971f3397fde17f442eeaacfbfdf
EP002_SH09	人物	陆照	wet_lower_tunic_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌/ref_v01.jpg	6696cec7a74f567784e755fc98229de6b8969228870d734c8ebbb2ae271c940f
EP002_SH09	人物	闻溪	wet	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_04.jpg	64c1ea1e4dafba9cb6c138118bf2c5a86511039606b129d9a81c5f2d938ffecd
EP002_SH09	场景	码头		制作/前三集_v8_v2_文本定稿/资产/复用/码头_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/码头_01.jpg	c0c00c1a7fd0f5e8774510b5aa7be0be83b2d6ff6b22f5089a160d3c934967af
EP002_SH09	道具	药布		制作/前三集_v8_v2_文本定稿/资产/复用/药布_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/药布_01.jpg	123879183b2ec02a40909d961a5314d83eb75f218bd44549aa1c17ed0ee3f257
EP002_SH09	道具	药钱		制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	70db97c3508baa83b3c088d6694d92c20e59d640e14cd8c5f36330bd97c01a49
EP002_SH10	人物	陆照	wet_lower_tunic_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/repair_v03.jpg	da41d3a3084ac4e3ea84eb60682803141e1a4bd0bb08a3a14f469bd85f54927f
EP002_SH10	场景	鞘摊		制作/前三集_v8_v2_文本定稿/资产/鞘摊/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/鞘摊/ref_v01.jpg	a3ec78accb08a1efc35fc9ab87cddafd0bdd865ecfe7a24828cb508d9a41d04c
EP002_SH10	道具	皮鞘		制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	ba8a3fa037fd1088e5476dbd24e6d33af09f41552dc77bc5fa7741ff0ac55a35
EP002_SH10	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP002_SH10	道具	铜钱		制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	70db97c3508baa83b3c088d6694d92c20e59d640e14cd8c5f36330bd97c01a49
EP002_SH11	人物	陆照	flashback_chest_wound	制作/前三集_v8_v2_文本定稿/资产/陆照_三月前旧伤/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_三月前旧伤/repair_v03.jpg	73270676c95e6aebe38fcbfc3a3df422079e321d81ec70af648e19cbd32b10ca
EP002_SH11	人物	余烬老人	gaunt_clean_shaven_red_wrist	制作/前三集_v8_v2_文本定稿/资产/余烬老人/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/余烬老人/ref_v01.jpg	3c90442e53173653b7f3e229f006afff4831205b3d2ee40bd285f99a25654183
EP002_SH11	场景	废船回忆		制作/前三集_v8_v2_文本定稿/资产/复用/废船_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/废船_01.jpg	d2986c8844344df704dd57629f5c2610ee9952b35e201ac25313f5f07bcf0a51
EP002_SH11	道具	余烬		制作/前三集_v8_v2_文本定稿/资产/复用/余烬_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/余烬_01.jpg	2aac0b202d1a1018a30fd436f62b1388130a2bd25a0994bf430f7c5b86a62ba3
EP002_SH11	道具	旧盒		制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	e1a8b7f102628c398483289e0d3138210b1902aaad7f65b6e3fceb530ec5af9e
EP002_SH11	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP002_SH12	人物	陆照	flashback_chest_wound	制作/前三集_v8_v2_文本定稿/资产/陆照_三月前旧伤/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_三月前旧伤/repair_v03.jpg	73270676c95e6aebe38fcbfc3a3df422079e321d81ec70af648e19cbd32b10ca
EP002_SH12	人物	余烬老人	gaunt_clean_shaven_red_wrist	制作/前三集_v8_v2_文本定稿/资产/余烬老人/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/余烬老人/ref_v01.jpg	3c90442e53173653b7f3e229f006afff4831205b3d2ee40bd285f99a25654183
EP002_SH12	场景	废船回忆		制作/前三集_v8_v2_文本定稿/资产/复用/废船_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/废船_01.jpg	d2986c8844344df704dd57629f5c2610ee9952b35e201ac25313f5f07bcf0a51
EP002_SH12	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP002_SH12	道具	余烬		制作/前三集_v8_v2_文本定稿/资产/复用/余烬_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/余烬_01.jpg	2aac0b202d1a1018a30fd436f62b1388130a2bd25a0994bf430f7c5b86a62ba3
EP002_SH13	人物	陆照	damp_lower_tunic_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/repair_v03.jpg	da41d3a3084ac4e3ea84eb60682803141e1a4bd0bb08a3a14f469bd85f54927f
EP002_SH13	人物	陆禾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	06284023eadc1c447de50e0fdf1ee8eb8203bf3ab4ccaf131943b3eba2e99e79
EP002_SH13	场景	盐棚住屋		制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	c33bd6505ec57eefc0b4c3426fea31bd37d635bdbe060136a2bd99dbab83a423
EP002_SH13	道具	钱袋铜钱		制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	70db97c3508baa83b3c088d6694d92c20e59d640e14cd8c5f36330bd97c01a49
EP002_SH13	道具	桌		制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	c33bd6505ec57eefc0b4c3426fea31bd37d635bdbe060136a2bd99dbab83a423
